Coordinates,Zip_codes
"50.12022405, 8.695581333",60316
"50.117849299999996, 8.6955436",60316
"50.09524695, 8.68228555",60598
"50.11831838, 8.72174775",60314
"49.9910439, 8.412139667",65428
"50.12943025, 8.665541483",60323
"50.1106417, 8.683697800000001",60311
"50.12321978, 8.644152133",60487
"50.124646899999995, 8.67186785",60322
"50.1139546, 8.7192379",60314
"50.13181233, 8.6686774",60323
"50.11793348, 8.636107783",60486
"50.10221388, 8.680572233",60594
"50.10910505, 8.6638861",60329
"50.13035272, 8.645415017000001",60487
"50.10569602, 8.6232541",60326
"50.12704733, 8.688562283",60318
"50.1056751, 8.6734477",60596
"50.1024019, 8.665256083",60329
"50.11892442, 8.649858067",60325
"50.10140607, 8.686073417000001",60594
"50.1061132, 8.690922",60594
"50.12093170000001, 8.702117999999999",60316
"50.13181842, 8.668728632999999",60320
"50.12121938, 8.67178895",60322
"50.10716792, 8.664477767000001",60329
"50.08043088, 8.633906567",60528
"50.1286571, 8.6465439",60487
"50.1020489, 8.629903599999999",60326
"50.116436900000004, 8.638843",60486
"50.1156277, 8.669824",60325
"50.1004067, 8.7238988",60599
"50.11559962, 8.64284505",60486
"50.1194002, 8.679753199999999",60318
"50.10080478, 8.65797485",60327
"50.1177354, 8.6832553",60313
"50.1120818, 8.6661427",60325
"50.13135557, 8.692550033",60318
"50.10125097, 8.581871433",65934
"50.108216999999996, 8.706123417",60314
"50.1144501, 8.688068017",60313
"50.09739915, 8.646846467",60327
"50.11676465, 8.67241715",60322
"50.12866148, 8.690741599999999",60318
"50.13783555, 8.653271567",60431
"50.136719799999995, 8.600612199999999",60488
"50.10781597, 8.62377985",60486
"50.1287655, 8.688417800000002",60318
"50.12294543, 8.666137917",60322
"50.13705425, 8.665790367",60320
"50.119293799999994, 8.693371699999998",60316
"50.12913472, 8.666151283",60323
"50.10269872, 8.638220117000001",60326
"50.124627200000006, 8.689566067000001",60318
"50.1076417, 8.702607800000001",60314
"50.1193903, 8.679883582999999",60318
"50.10393503, 8.672026617",60596
"50.107553100000004, 8.6995894",60594
"50.1077166, 8.6510511",60327
"49.98392515, 8.424052782999999",65428
"50.129514799999995, 8.694281582999999",60389
"50.105123799999994, 8.6845538",60594
"50.14573773, 8.708625433",60389
"50.10907235, 8.651270233",60327
"50.1126115, 8.653841",60325
"50.107593200000004, 8.665277217",60329
"50.10866729999999, 8.663538",60329
"50.12179487, 8.6344237",60487
"50.12092095, 8.651194132999999",60325
"50.1118606, 8.65512",60325
"50.11081335, 8.679334283",60311
"50.113794, 8.67960985",60313
"50.105439600000004, 8.673108599999999",60596
"50.10698683, 8.734494017000001",63067
"50.071919799999996, 8.682726400000002",60598
"50.111403, 8.6794931",60311
"50.11142428, 8.659694",60325
"50.10034862, 8.71741285",60599
"50.10596315, 8.664446983",60329
"50.108711299999996, 8.6834272",60311
"50.113597600000006, 8.625297699999999",60486
"50.101671200000006, 8.6644421",60329
"50.10602068, 8.669083567000001",60329
"50.11577585, 8.66491405",60325
"50.127386, 8.677489999999999",60322
"50.11347655, 8.672079017",60311
"50.1282201, 8.714197300000002",60385
"50.15080877, 8.670163517",60433
"50.11237563, 8.667934433",60329
"50.13185712, 8.673016783",60322
"50.10212593, 8.632352617",60326
"50.09505398, 8.642752367",60327
"50.11219038, 8.65520955",60325
"50.09893487, 8.653653617",60327
"50.1129803, 8.753012400000001",63067
"50.109674600000005, 8.6684565",60329
"50.1230403, 8.6700978",60323
"50.13747855, 8.624708683",60488
"50.1276024, 8.6961273",60389
"50.101668200000006, 8.6643341",60329
"50.1154727, 8.6721831",60322
"50.1245515, 8.685209117000001",60318
"50.12220872, 8.668087767000001",60323
"50.1163058, 8.6427724",60486
"50.12397367, 8.640510767",60487
"49.9845041, 8.409238499999999",65428
"50.1082625, 8.664448199999999",60329
"50.1044671, 8.6754791",60596
"50.09744785, 8.646401517000001",60327
"50.0935556, 8.6716364",60596
"50.09065107, 8.676616682999999",60598
"50.111895000000004, 8.6721632",60311
"50.1128143, 8.6535764",60308
"50.11178053, 8.681440183",60311
"50.10947775, 8.66635605",60329
"50.12253367, 8.70022315",60316
"50.1065178825, 8.74824055825",63067
"50.11191238, 8.740942667",63067
"50.11567547, 8.664682767",60325
"50.11630378, 8.68597445",60313
"50.107602500000006, 8.703110800000001",60314
"50.07974027, 8.6339162",60528
"50.1137116, 8.676471000000001",60313
"50.12979283, 8.666365217000001",60323
"50.1201278, 8.6745049",60322
"50.10284848, 8.680003300000001",60594
"50.1090824, 8.6706064",60329
"50.12396317, 8.641081217",60487
"50.11304828, 8.697707333",60314
"50.12444538, 8.704394867000001",60385
"50.11421077, 8.67943295",60313
"50.15873213, 8.632311083",60439
"50.11428707, 8.676253367000001",60313
"50.1173759, 8.6799245",60313
"50.10845538, 8.64539045",60327
"50.13191, 8.682431300000001",60322
"50.12893405, 8.6916564",60318
"50.10159285, 8.658132967",60327
"50.1277744, 8.709863167",60385
"50.10751338, 8.650938900000002",60327
"50.14017432, 8.673806733",60320
"50.0851456, 8.628405983",60528
"50.1114223, 8.673570199999999",60312
"50.11070127, 8.670666733",60329
"50.1071659, 8.660007499999999",60329
"50.10311835, 8.6909045",60594
"50.12796472, 8.7260833",60386
"50.112082, 8.7533511",63067
"50.11145133, 8.659741783",60325
"50.13197065, 8.672980583",60322
"50.11422672, 8.6713601",60311
"50.109276320234, 8.671899903058598",60329
"50.11604135, 8.63444415",60486
"50.10827693, 8.66789875",60329
"50.10513097, 8.649370300000001",60327
"50.1063327, 8.687498800000002",60594
"50.1303384, 8.6454178",60487
"50.109001, 8.7094597",60314
"50.10491435, 8.6707038",60329
"50.12978747, 8.690233017",60318
"50.10889, 8.6590144",60327
"50.103471899999995, 8.672970933",60596
"50.1168985, 8.6667135",60323
"50.12910170000001, 8.691575033",60318
"50.123544, 8.670131417",60322
"50.1201182, 8.6745338",60322
"50.123580100000005, 8.7025177",60385
"50.14791267, 8.666981983",60433
"50.1139594, 8.7193024",60314
"50.1031158, 8.668143800000001",60329
"50.10884607, 8.64652765",60327
"50.1240961, 8.6925105",60316
"50.12598202, 8.69054875",60318
"50.141421, 8.6554383",60431
"50.11648220000001, 8.673521800000001",60313
"50.1242114, 8.644945199999999",60487
"50.12910948, 8.693546917",60389
"50.12606453, 8.696729867",60316
"50.11481298, 8.68610065",60313
"50.11389513, 8.6784514",60313
"50.10166548, 8.663396467",60327
"50.1054268, 8.6892594",60594
"50.11615085, 8.685046367",60313
"50.12974852, 8.665317467000001",60323
"50.1317085, 8.6460705",60487
"50.30720167, 8.679679467",61191
"50.12174785, 8.696702667",60316
"50.116800399999995, 8.629836099999999",60486
"50.10230977, 8.634158832999999",60326
"50.107690399999996, 8.7325155",63067
"50.11797092, 8.626882167",60486
"50.10541845, 8.662867067",60329
"50.11361952, 8.7004844",60316
"50.09201102, 8.679792800000001",60598
"50.10566458, 8.665921517000001",60329
"50.115247100000005, 8.697776300000001",60316
"50.1103218, 8.651491199999999",60327
"50.121333899999996, 8.680389",60318
"50.10763305, 8.665228232999999",60329
"50.10478632, 8.6635727",60329
"50.104909899999996, 8.6843267",60594
"50.12233545, 8.646328882999999",60487
"50.15071707, 8.67025735",60433
"50.11606685, 8.673711717",60313
"50.10400337, 8.636051467",60326
"50.1207974, 8.67064875",60323
"50.121646999999996, 8.6804144",60318
"50.11138242, 8.7104899",60314
"50.1192817, 8.708833933",60385
"50.10634533, 8.67931695",60596
"50.1059255, 8.699869699999999",60594
"50.1120884, 8.6722232",60311
"50.1160987, 8.7266631",60314
"50.08692042, 8.646434183",60528
"50.1116777, 8.7121911",60314
"50.11198182, 8.668199767",60329
"50.11137085, 8.659644432999999",60325
"50.123325, 8.7019718",60385
"50.11384337, 8.71965625",60314
"50.101710700000005, 8.6643452",60329
"50.10738488, 8.706959967000001",60314
"50.1133594, 8.707387599999999",60314
"50.13195657, 8.672010882999999",60322
"50.1259967, 8.682476199999998",60318
"50.12530887, 8.706527367",60385
"50.1077874, 8.7026495",60314
"50.1138605, 8.6719987",60311
"50.13033142, 8.693531117000001",60318
"50.10969268, 8.661309517000001",60329
"50.12754595, 8.753851883",60386
"50.10911763, 8.682536232999999",60311
"50.1077643, 8.655198",60327
"50.11139132, 8.659669033",60325
"50.1089992, 8.648565800000002",60327
"50.1083531, 8.682249800000001",60311
"50.09778025, 8.647369367000001",60327
"50.1142561, 8.719086333",60314
"50.12571788, 8.63968595",60487
"50.11950855, 8.665743267",60323
"50.14769548, 8.666796717",60433
"50.1226225, 8.681148199999999",60318
"50.1175578, 8.6865075",60313
"50.1096219, 8.650646767000001",60486
"50.121697, 8.703123399999999",60385
"50.09550935, 8.691326883",60598
"50.11380155, 8.6736562",60313
"50.117637, 8.6298174",60486
"50.11065738, 8.675378517",60311
"50.104844195, 8.67188301675",60596
"50.10969992, 8.6685739",60329
"50.13917025, 8.69875345",60389
"50.11395228, 8.680404167",60313
"50.1064002, 8.700713499999999",60594
"50.11228058, 8.668696433",60329
"50.08733313, 8.648945467",60528
"50.13134082, 8.683792817",60322
"50.10640153, 8.649585767",60327
"50.1289249, 8.6465204",60487
"50.1080608, 8.629760000000001",60486
"50.1559849, 8.633085099999999",60439
"50.10331448, 8.64479965",60327
"50.1082296, 8.681558599999999",60311
"50.1327994, 8.679212",60322
"50.12917507, 8.691586217000001",60318
"50.112216499999995, 8.7306236",60314
"50.11417577, 8.676790917",60313
"50.10823905, 8.65263055",60327
"50.0957086, 8.703029867",60599
"50.1026629, 8.690626",60594
"50.1058433, 8.723061",60594
"50.11007485, 8.683645717000001",60311
"50.1125375, 8.681409",60313
"50.11554145, 8.66550955",60325
"50.07889083, 8.629331467",60528
"50.12062878, 8.649544067",60487
"50.11170948, 8.708364883",60314
"50.11901167, 8.685267617000001",60318
"50.1124055, 8.7124141",60314
"50.09953842, 8.6890891",60598
"50.118096200000004, 8.7583465",60386
"50.08186333, 8.623748867",60528
"50.12368883, 8.7029661",60385
"50.111489500000005, 8.7086436",60314
"50.10684792, 8.6654752",60329
"50.11457425, 8.685235732999999",60313
"50.10767202, 8.665258117",60329
"50.1124658, 8.629083983",60486
"50.1224857, 8.6756827",60322
"50.09869602, 8.682809800000001",60596
"50.1225778, 8.6950299",60316
"50.11172943, 8.666765733",60329
"50.12083888, 8.674670467",60322
"50.1089468, 8.6891757",60594
"50.1069149, 8.664825099999998",60329
"50.13026857, 8.645371167",60487
"50.11258955, 8.6233911",60486
"50.12736052, 8.6924744",60316
"50.13010132, 8.645490317",60487
"50.123836100000005, 8.7435914",60314
"50.10776513, 8.6589162",60327
"50.10984483, 8.673905817",60311
"50.101497200000004, 8.631813517000001",60326
"50.1215344, 8.66714265",60323
"50.1045799, 8.661715800000001",60329
"50.10786452, 8.67130665",60329
"50.1173106, 8.6652059",60325
"50.12756977, 8.685814717000001",60318
"50.1136362, 8.679578333",60313
"50.12186568, 8.6986724",60316
"50.09030967, 8.677066517",60598
"50.11245415, 8.718527617000001",60314
"50.11648928, 8.672925483",60322
"50.12796813, 8.695773933",60389
"50.1211357, 8.657482932999999",60323
"50.10908118, 8.695747232999999",60314
"50.11955943, 8.694238282999999",60316
"50.10191915, 8.632656682999999",60326
"50.11585467, 8.688095",60313
"50.13042272, 8.69294595",60318
"50.10908365, 8.700144683",60314
"51.4526357, -3.1870552000000005",CF
"50.11092133, 8.663349417000001",60325
"50.107957, 8.624464667",60486
"50.10538185, 8.662829783",60329
"50.123347499999994, 8.7017797",60385
"50.11732598, 8.670764217",60322
"50.11385183, 8.676762483",60313
"50.10596758, 8.6974029",60594
"50.114830299999994, 8.6863496",60313
"50.10968763, 8.677370467000001",60311
"50.10173995, 8.680297217",60596
"50.13633615, 8.667524067",60320
"50.10772120000001, 8.702887599999999",60314
"0.1186428, 8.662159082999999",ERROR
"50.10736625, 8.670945017000001",60329
"50.10373843, 8.670186317",60596
"50.13419462, 8.671625099999998",60320
"50.18092558, 8.73940975825",61118
"50.11406497, 8.753061583",63067
"50.13206495, 8.691778817000001",60318
"50.123087100000006, 8.676519099999998",60322
"50.12432787, 8.691905732999999",60316
"50.10946092, 8.688947667",60311
"50.1066876, 8.692544400000001",60594
"50.13711087, 8.66743635",60320
"50.10915887, 8.679539333",60311
"50.13890312, 8.717387983",60389
"50.11078742, 8.672781333",60310
"50.12387718, 8.641073467",60487
"50.1170162, 8.6300876",60486
"50.10567197, 8.663785232999999",60329
"50.11289505, 8.6545592",60325
"50.11531092, 8.665553133",60325
"50.107727000000004, 8.665803599999998",60329
"50.13123072, 8.685307067",60318
"50.11257252, 8.666410082999999",60325
"50.0977639, 8.6467665",60327
"50.10940447, 8.68612255",60311
"50.11365423, 8.651996267000001",60325
"50.11142373, 8.698268317",60314
"50.122652200000005, 8.668950599999999",60322
"50.1161686, 8.6583371",60325
"50.10880007, 8.655725517",60327
"50.111660799999996, 8.669813482999999",60329
"50.0973488, 8.6934582",60599
"50.11705278, 8.6708069",60322
"50.0966632, 8.540550900000001",65929
"50.107960399999996, 8.689784",60594
"50.11570537, 8.648011582999999",60486
"50.11214402, 8.75598295",63067
"50.11375717, 8.6763284",60313
"50.1149422, 8.722077699999998",60314
"50.11633982, 8.64400605",60486
"50.11016232, 8.67813145",60311
"50.10873237, 8.676552000000001",60311
"50.11499327, 8.679668583",60313
"50.10881237, 8.672976033",60329
"50.10575937, 8.6642095",60329
"50.1139443, 8.679656800000002",60313
"50.10628320000001, 8.6979674",60594
"50.14477528, 8.706134617",60389
"49.98371933, 8.423968517",65428
"50.10333665, 8.679245383",60594
"50.1023812, 8.6824651",60594
"50.10551082, 8.661964567",60329
"50.1123455, 8.685543699999998",60311
"50.11347473, 8.693001367",60311
"50.1072165, 8.7020594",60314
"50.10811168, 8.709732617",60314
"50.08742267, 8.581375182999999",60529
"50.10481292, 8.6492114",60326
"50.11942772, 8.668655667000001",60323
"50.1134444, 8.6806507",60313
"50.10651198, 8.6808451",60594
"50.11418017, 8.672817783",60311
"50.1175343, 8.632005367",60486
"50.12778797, 8.708311617",60385
"50.10639632, 8.581069067",65934
"50.12846098, 8.6220423",60487
"50.11876002, 8.66535885",60323
"50.09573257, 8.682769267000001",60598
"50.10674918, 8.660005617000001",60329
"50.107992700000004, 8.6618532",60329
"50.131274, 8.6681636",60323
"50.10527953, 8.688424067",60594
"50.115511700000006, 8.6721728",60322
"50.11184575, 8.685617517",60311
"50.11592292, 8.67389715",60313
"50.12454857, 8.70433425",60385
"50.10752112, 8.665237783",60329
"50.11128165, 8.655000099999999",60325
"50.11446588, 8.650742933",60486
"50.12582647, 8.715927233",60385
"50.10379028, 8.6743522",60596
"49.99111808, 8.412277817",65428
"50.1155158, 8.679575300000002",60313
"50.11306805, 8.650047517",60308
"50.0994446, 8.653414117",60327
"50.12736728, 8.685372067000001",60318
"50.11014623, 8.675281283",60311
"50.12249375, 8.646225467",60487
"50.09018355, 8.630297317",60528
"49.98581932, 8.424519132999999",65428
"50.11300805, 8.69755665",60314
"50.10864318, 8.651899432999999",60327
"50.1130213, 8.5370648",65929
"50.1232537, 8.6436947",60487
"50.108536, 8.668734800000001",60329
"50.11171433, 8.712436167",60314
"50.1120419, 8.6794745",60311
"50.11386872, 8.67371",60313
"50.11620807, 8.659371582999999",60325
"50.11576162, 8.6797344",60313
"50.1266146, 8.631864983",60487
"50.13049562, 8.6451914",60487
"50.10485783, 8.6751029",60596
"50.12650135, 8.657241617",60323
"50.10972137, 8.67459045",60311
"50.11622737, 8.680656532999999",60313
"50.0898191, 8.641733732999999",60528
"50.1083299, 8.6901121",60594
"50.12760357, 8.68515075",60318
"50.11406818, 8.644163617",60486
"50.10685813, 8.665538433",60329
"50.1396547, 8.684667067000001",60320
"50.11616722, 8.683510400000001",60313
"49.991037899999995, 8.4125579",65428
"50.125814, 8.6802716",60322
"50.12389498, 8.64260415",60487
"50.11363265, 8.67303055",60313
"50.1253807, 8.68731095",60318
"50.11162272, 8.677902733",60311
"50.1077028, 8.6657975",60329
"50.09653355, 8.6721903",60596
"50.1144175, 8.6864559",60313
"50.12738585, 8.677462199999999",60322
"50.10834145, 8.663609583",60329
"50.106495200000005, 8.6404532",60326
"50.1145391, 8.6704317",60325
"49.9910244, 8.4124849",65428
"50.11176483, 8.708135233",60314
"50.12038547, 8.692965699999998",60316
"50.111464, 8.6725508",60311
"50.10822933, 8.673432833",60311
"50.11459035, 8.685840183",60313
"50.101712, 8.5544673",65929
"50.12884173, 8.692309117",60318
"50.1357485, 8.7391711",60388
"50.13707512, 8.667493183",60320
"50.10561032, 8.633588717",60326
"50.110227, 8.6872433",60311
"50.11474207, 8.685878517",60313
"50.10737448, 8.667792033",60329
"50.1064795, 8.689705300000002",60594
"50.12128717, 8.671620800000001",60322
"50.1157055, 8.6347364",60486
"50.1235424, 8.6429359",60487
"50.14470745, 8.706160699999998",60389
"50.10711492, 8.682228817",60594
"50.1111724, 8.6849385",60311
"50.12660462, 8.667023599999998",60323
"50.1293228, 8.646262483",60487
"50.131535, 8.6721951",60322
"51.4627859, -3.165899",CF
"50.1197915, 8.6686574",60323
"50.11988855, 8.65256345",60325
"50.1466671, 8.6604724",60431
"50.13180445, 8.67147405",60323
"50.113783899999994, 8.6790739",60313
"50.10909758, 8.6718433",60329
"50.090684499999995, 8.676609583",60598
"50.1471157, 8.6905579",60435
"50.114124700000005, 8.6777226",60313
"50.1096588, 8.6876425",60311
"50.16382417, 8.68481995",60433
"50.09871795, 8.634034300000001",60326
"50.11542562, 8.677124117",60313
"50.11171028, 8.684405517",60311
"50.10891315, 8.651410383",60327
"50.12189258, 8.699043617000001",60316
"50.11456423, 8.6883995",60313
"50.1769745, 8.629076699999999",60438
"50.10497387, 8.67573765",60596
"50.11512183, 8.6785774",60313
"50.1310021, 8.627584800000001",60488
"50.1193028, 8.6992736",60316
"50.10717667, 8.683239167",60594
"50.10849348, 8.663561332999999",60329
"50.12068920000001, 8.661410867",60323
"50.1065908, 8.6739508",60311
"50.09068763, 8.676676383",60598
"50.13195097, 8.673047500000001",60322
"50.114345799999995, 8.686332",60313
"50.01902408, 8.615884667000001",63225
"50.11092138, 8.671929383",60329
"50.110525700000004, 8.653867199999999",60327
"50.09895498, 8.634033083",60326
"50.11279852, 8.654045033",60325
"50.16025578, 8.6393557",60439
"50.103837299999995, 8.679110099999999",60594
